,Unnamed: 0,session,text,audio,speaker_id,duration
60,60,F01-Session1-arrayMic-0073,CHAIR,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0073.wav,F01,1.65
61,61,F01-Session1-arrayMic-0074,BUBBLE,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0074.wav,F01,1.65
62,62,F01-Session1-arrayMic-0075,WARM,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0075.wav,F01,1.8
63,63,F01-Session1-arrayMic-0076,SHIP,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0076.wav,F01,1.35
64,64,F01-Session1-arrayMic-0079,AIR,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0079.wav,F01,1.95
65,65,F01-Session1-arrayMic-0080,HAIR,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0080.wav,F01,1.05
66,66,F01-Session1-arrayMic-0081,SHARE,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0081.wav,F01,1.2
67,67,F01-Session1-arrayMic-0082,RATE,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0082.wav,F01,2.1
68,68,F01-Session1-arrayMic-0083,GOAT,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0083.wav,F01,1.8
69,69,F01-Session1-arrayMic-0084,TRACE,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0084.wav,F01,1.8
70,70,F01-Session1-arrayMic-0085,SIP,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0085.wav,F01,1.5
71,71,F01-Session1-arrayMic-0086,GO,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0086.wav,F01,1.5
72,72,F01-Session1-arrayMic-0087,ALPHA,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0087.wav,F01,1.65
73,73,F01-Session1-arrayMic-0088,LEFT,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0088.wav,F01,1.5
74,74,F01-Session1-arrayMic-0089,STICKS,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0089.wav,F01,1.95
75,75,F01-Session1-arrayMic-0090,TROUBLE,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0090.wav,F01,2.1
76,76,F01-Session1-arrayMic-0091,DAGGER,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0091.wav,F01,1.8
77,77,F01-Session1-arrayMic-0093,A LONG FLOWING BEARD CLINGS TO HIS CHIN,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0093.wav,F01,4.65
78,78,F01-Session1-arrayMic-0094,SLIP,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0094.wav,F01,1.65
79,79,F01-Session1-arrayMic-0095,GLOW,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0095.wav,F01,1.5
80,80,F01-Session1-arrayMic-0097,TRADE,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0097.wav,F01,1.8
81,81,F01-Session1-arrayMic-0098,RANGE,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0098.wav,F01,2.4
82,82,F01-Session1-arrayMic-0099,STUBBLE,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0099.wav,F01,2.25
83,83,F01-Session1-arrayMic-0100,FLOOR,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0100.wav,F01,1.5
85,85,F01-Session1-arrayMic-0102,BUG,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0102.wav,F01,2.25
86,86,F01-Session1-arrayMic-0104,YET HE STILL THINKS AS SWIFTLY AS EVER,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0104.wav,F01,6.45
87,87,F01-Session1-arrayMic-0105,YET HE STILL THINKS AS SWIFTLY AS EVER,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0105.wav,F01,4.65
88,88,F01-Session1-arrayMic-0106,YET HE STILL THINKS AS SWIFTLY AS EVER,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0106.wav,F01,5.25
89,89,F01-Session1-arrayMic-0108,JACKET,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0108.wav,F01,2.1
90,90,F01-Session1-arrayMic-0109,BORN,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0109.wav,F01,1.5
91,91,F01-Session1-arrayMic-0110,WARM,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0110.wav,F01,1.65
92,92,F01-Session1-arrayMic-0111,CORN,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0111.wav,F01,1.5
93,93,F01-Session1-arrayMic-0112,RIGHT,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0112.wav,F01,1.65
94,94,F01-Session1-arrayMic-0113,KNEW,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0113.wav,F01,1.65
95,95,F01-Session1-arrayMic-0114,WELL HE IS NEARLY NINETY THREE YEARS OLD,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0114.wav,F01,5.55
96,96,F01-Session1-arrayMic-0115,FEED,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0115.wav,F01,1.5
97,97,F01-Session1-arrayMic-0116,TWICE EACH DAY HE PLAYS SKILLFULLY AND WITH ZEST UPON OUR SMALL ORGAN,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0116.wav,F01,9.75
99,99,F01-Session1-arrayMic-0118,KNEW,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0118.wav,F01,1.35
100,100,F01-Session1-arrayMic-0119,RAIN,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0119.wav,F01,1.65
101,101,F01-Session1-arrayMic-0121,PARK,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0121.wav,F01,1.5
102,102,F01-Session1-arrayMic-0122,TIP,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0122.wav,F01,1.95
103,103,F01-Session1-arrayMic-0123,DOWN,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0123.wav,F01,2.1
104,104,F01-Session1-arrayMic-0124,GADGET,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0124.wav,F01,1.65
105,105,F01-Session1-arrayMic-0125,STORE,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0125.wav,F01,1.65
106,106,F01-Session1-arrayMic-0126,HE DRESSES HIMSELF IN AN ANCIENT BLACK FROCK COAT,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0126.wav,F01,6.15
108,108,F01-Session1-arrayMic-0129,STORM,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0129.wav,F01,1.95
109,109,F01-Session1-arrayMic-0130,GRANDFATHER LIKES TO BE MODERN IN HIS LANGUAGE,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0130.wav,F01,4.5
110,110,F01-Session1-arrayMic-0131,TORN,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0131.wav,F01,1.05
111,111,F01-Session1-arrayMic-0132,WHEN HE SPEAKS HIS VOICE IS JUST A BIT CRACKED AND QUIVERS A TRIFLE,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0132.wav,F01,10.35
112,112,F01-Session1-arrayMic-0133,TRAIT,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0133.wav,F01,1.5
113,113,F01-Session1-arrayMic-0134,YES,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0134.wav,F01,1.35
114,114,F01-Session1-headMic-0006,STICK,/content/downloads/Torgo/F01/Session1/wav_headMic/0006.wav,F01,1.399375
115,115,F01-Session1-headMic-0008,EXCEPT IN THE WINTER WHEN THE OOZE OR SNOW OR ICE PREVENTS,/content/downloads/Torgo/F01/Session1/wav_headMic/0008.wav,F01,9.84375
116,116,F01-Session1-headMic-0009,PAT,/content/downloads/Torgo/F01/Session1/wav_headMic/0009.wav,F01,1.254625
117,117,F01-Session1-headMic-0010,UP,/content/downloads/Torgo/F01/Session1/wav_headMic/0010.wav,F01,2.0749375
118,118,F01-Session1-headMic-0011,MEAT,/content/downloads/Torgo/F01/Session1/wav_headMic/0011.wav,F01,1.5924375
119,119,F01-Session1-headMic-0012,MEAT,/content/downloads/Torgo/F01/Session1/wav_headMic/0012.wav,F01,1.640625
120,120,F01-Session1-headMic-0013,KNOW,/content/downloads/Torgo/F01/Session1/wav_headMic/0013.wav,F01,1.302875
121,121,F01-Session1-headMic-0014,HE SLOWLY TAKES A SHORT WALK IN THE OPEN AIR EACH DAY,/content/downloads/Torgo/F01/Session1/wav_headMic/0014.wav,F01,6.5624375
122,122,F01-Session1-headMic-0015,AIR,/content/downloads/Torgo/F01/Session1/wav_headMic/0015.wav,F01,2.1231875
123,123,F01-Session1-headMic-0016,SWARM,/content/downloads/Torgo/F01/Session1/wav_headMic/0016.wav,F01,2.4126875
124,124,F01-Session1-headMic-0017,DOUBLE,/content/downloads/Torgo/F01/Session1/wav_headMic/0017.wav,F01,2.41275
125,125,F01-Session1-headMic-0018,NO,/content/downloads/Torgo/F01/Session1/wav_headMic/0018.wav,F01,2.0749375
126,126,F01-Session1-headMic-0019,STORM,/content/downloads/Torgo/F01/Session1/wav_headMic/0019.wav,F01,1.8819375
127,127,F01-Session1-headMic-0020,USUALLY MINUS SEVERAL BUTTONS,/content/downloads/Torgo/F01/Session1/wav_headMic/0020.wav,F01,4.873625
128,128,F01-Session1-headMic-0021,DUG,/content/downloads/Torgo/F01/Session1/wav_headMic/0021.wav,F01,1.8443125
129,129,F01-Session1-headMic-0022,YOU WISHED TO KNOW ALL ABOUT MY GRANDFATHER,/content/downloads/Torgo/F01/Session1/wav_headMic/0022.wav,F01,4.990375
130,130,F01-Session1-headMic-0024,KNEE,/content/downloads/Torgo/F01/Session1/wav_headMic/0024.wav,F01,1.6815625
131,131,F01-Session1-headMic-0025,FEET,/content/downloads/Torgo/F01/Session1/wav_headMic/0025.wav,F01,2.3325
132,132,F01-Session1-headMic-0026,TRAIN,/content/downloads/Torgo/F01/Session1/wav_headMic/0026.wav,F01,2.0613125
133,133,F01-Session1-headMic-0027,BUT HE ALWAYS ANSWERS BANANA OIL,/content/downloads/Torgo/F01/Session1/wav_headMic/0027.wav,F01,5.261625
134,134,F01-Session1-headMic-0028,BUT HE ALWAYS ANSWERS BANANA OIL,/content/downloads/Torgo/F01/Session1/wav_headMic/0028.wav,F01,3.607125
135,135,F01-Session1-headMic-0029,BEAT,/content/downloads/Torgo/F01/Session1/wav_headMic/0029.wav,F01,1.5730625
136,136,F01-Session1-headMic-0030,THE QUICK BROWN FOX JUMPS OVER THE LAZY DOG,/content/downloads/Torgo/F01/Session1/wav_headMic/0030.wav,F01,4.8005625
137,137,F01-Session1-headMic-0031,THE QUICK BROWN FOX JUMPS OVER THE LAZY DOG,/content/downloads/Torgo/F01/Session1/wav_headMic/0031.wav,F01,4.6106875
138,138,F01-Session1-headMic-0032,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR,/content/downloads/Torgo/F01/Session1/wav_headMic/0032.wav,F01,7.566875
141,141,F01-Session1-headMic-0035,GIVING THOSE WHO OBSERVE HIM A PRONOUNCED FEELING OF THE UTMOST RESPECT,/content/downloads/Torgo/F01/Session1/wav_headMic/0035.wav,F01,12.421625
142,142,F01-Session1-headMic-0036,WE HAVE OFTEN URGED HIM TO WALK MORE AND SMOKE LESS,/content/downloads/Torgo/F01/Session1/wav_headMic/0036.wav,F01,6.3193125
143,143,F01-Session1-headMic-0037,RAKE,/content/downloads/Torgo/F01/Session1/wav_headMic/0037.wav,F01,1.8171875
144,144,F01-Session1-headMic-0039,SWORE,/content/downloads/Torgo/F01/Session1/wav_headMic/0039.wav,F01,1.2748125
145,145,F01-Session1-headMic-0040,RAVE,/content/downloads/Torgo/F01/Session1/wav_headMic/0040.wav,F01,1.356125
146,146,F01-Session1-headMic-0041,RAVE,/content/downloads/Torgo/F01/Session1/wav_headMic/0041.wav,F01,1.1120625
148,148,F01-Session1-headMic-0043,SIP,/content/downloads/Torgo/F01/Session1/wav_headMic/0043.wav,F01,1.7510625
149,149,F01-Session1-headMic-0044,GROW,/content/downloads/Torgo/F01/Session1/wav_headMic/0044.wav,F01,1.400875
150,150,F01-Session1-headMic-0045,BIT,/content/downloads/Torgo/F01/Session1/wav_headMic/0045.wav,F01,1.1340625
151,151,F01-Session1-headMic-0046,CHAIR,/content/downloads/Torgo/F01/Session1/wav_headMic/0046.wav,F01,1.3841875
152,152,F01-Session1-headMic-0047,ONE,/content/downloads/Torgo/F01/Session1/wav_headMic/0047.wav,F01,1.3508125
153,153,F01-Session1-headMic-0048,FAIR,/content/downloads/Torgo/F01/Session1/wav_headMic/0048.wav,F01,1.9011875
154,154,F01-Session1-headMic-0049,TWO,/content/downloads/Torgo/F01/Session1/wav_headMic/0049.wav,F01,1.5843125
155,155,F01-Session1-headMic-0050,BETA,/content/downloads/Torgo/F01/Session1/wav_headMic/0050.wav,F01,1.9344375
156,156,F01-Session1-headMic-0051,RAGE,/content/downloads/Torgo/F01/Session1/wav_headMic/0051.wav,F01,1.3841875
157,157,F01-Session1-headMic-0052,SPARK,/content/downloads/Torgo/F01/Session1/wav_headMic/0052.wav,F01,1.4675625
158,158,F01-Session1-headMic-0053,SWARM,/content/downloads/Torgo/F01/Session1/wav_headMic/0053.wav,F01,1.30075
159,159,F01-Session1-headMic-0054,BEAT,/content/downloads/Torgo/F01/Session1/wav_headMic/0054.wav,F01,1.1506875
160,160,F01-Session1-headMic-0057,RACE,/content/downloads/Torgo/F01/Session1/wav_headMic/0057.wav,F01,1.567625
163,163,F01-Session1-headMic-0060,FORM,/content/downloads/Torgo/F01/Session1/wav_headMic/0060.wav,F01,1.3675
164,164,F01-Session1-headMic-0061,DARK,/content/downloads/Torgo/F01/Session1/wav_headMic/0061.wav,F01,1.167375
165,165,F01-Session1-headMic-0062,SIP,/content/downloads/Torgo/F01/Session1/wav_headMic/0062.wav,F01,1.067375
166,166,F01-Session1-headMic-0063,FARM,/content/downloads/Torgo/F01/Session1/wav_headMic/0063.wav,F01,1.2174375
167,167,F01-Session1-headMic-0064,RAID,/content/downloads/Torgo/F01/Session1/wav_headMic/0064.wav,F01,1.53425
168,168,F01-Session1-headMic-0065,FEE,/content/downloads/Torgo/F01/Session1/wav_headMic/0065.wav,F01,1.167375
169,169,F01-Session1-headMic-0066,WEED,/content/downloads/Torgo/F01/Session1/wav_headMic/0066.wav,F01,2.1179375
170,170,F01-Session1-headMic-0069,BAT,/content/downloads/Torgo/F01/Session1/wav_headMic/0069.wav,F01,1.4209375
171,171,F01-Session1-headMic-0070,HORN,/content/downloads/Torgo/F01/Session1/wav_headMic/0070.wav,F01,1.5211875
172,172,F01-Session1-headMic-0071,JAGGED,/content/downloads/Torgo/F01/Session1/wav_headMic/0071.wav,F01,1.638125
173,173,F01-Session1-headMic-0072,SHEET,/content/downloads/Torgo/F01/Session1/wav_headMic/0072.wav,F01,1.5211875
174,174,F01-Session1-headMic-0073,CHAIR,/content/downloads/Torgo/F01/Session1/wav_headMic/0073.wav,F01,1.1701875
175,175,F01-Session1-headMic-0074,BUBBLE,/content/downloads/Torgo/F01/Session1/wav_headMic/0074.wav,F01,1.25375
176,176,F01-Session1-headMic-0075,WARM,/content/downloads/Torgo/F01/Session1/wav_headMic/0075.wav,F01,1.3540625
177,177,F01-Session1-headMic-0076,SHIP,/content/downloads/Torgo/F01/Session1/wav_headMic/0076.wav,F01,1.3205625
178,178,F01-Session1-headMic-0079,AIR,/content/downloads/Torgo/F01/Session1/wav_headMic/0079.wav,F01,1.2221875
179,179,F01-Session1-headMic-0080,HAIR,/content/downloads/Torgo/F01/Session1/wav_headMic/0080.wav,F01,1.8678125
180,180,F01-Session1-headMic-0081,SHARE,/content/downloads/Torgo/F01/Session1/wav_headMic/0081.wav,F01,1.03775
181,181,F01-Session1-headMic-0082,RATE,/content/downloads/Torgo/F01/Session1/wav_headMic/0082.wav,F01,1.014625
182,182,F01-Session1-headMic-0083,GOAT,/content/downloads/Torgo/F01/Session1/wav_headMic/0083.wav,F01,1.775625
183,183,F01-Session1-headMic-0084,TRACE,/content/downloads/Torgo/F01/Session1/wav_headMic/0084.wav,F01,1.9830625
184,184,F01-Session1-headMic-0085,SIP,/content/downloads/Torgo/F01/Session1/wav_headMic/0085.wav,F01,1.5910625
185,185,F01-Session1-headMic-0086,GO,/content/downloads/Torgo/F01/Session1/wav_headMic/0086.wav,F01,1.3605
186,186,F01-Session1-headMic-0087,ALPHA,/content/downloads/Torgo/F01/Session1/wav_headMic/0087.wav,F01,1.591125
187,187,F01-Session1-headMic-0088,LEFT,/content/downloads/Torgo/F01/Session1/wav_headMic/0088.wav,F01,1.4296875
188,188,F01-Session1-headMic-0089,STICKS,/content/downloads/Torgo/F01/Session1/wav_headMic/0089.wav,F01,1.5910625
189,189,F01-Session1-headMic-0090,TROUBLE,/content/downloads/Torgo/F01/Session1/wav_headMic/0090.wav,F01,2.0291875
190,190,F01-Session1-headMic-0091,DAGGER,/content/downloads/Torgo/F01/Session1/wav_headMic/0091.wav,F01,2.167625
191,191,F01-Session1-headMic-0093,A LONG FLOWING BEARD CLINGS TO HIS CHIN,/content/downloads/Torgo/F01/Session1/wav_headMic/0093.wav,F01,4.150625
192,192,F01-Session1-headMic-0094,SLIP,/content/downloads/Torgo/F01/Session1/wav_headMic/0094.wav,F01,1.3085
193,193,F01-Session1-headMic-0095,GLOW,/content/downloads/Torgo/F01/Session1/wav_headMic/0095.wav,F01,1.4239375
194,194,F01-Session1-headMic-0097,TRADE,/content/downloads/Torgo/F01/Session1/wav_headMic/0097.wav,F01,1.481625
195,195,F01-Session1-headMic-0098,RANGE,/content/downloads/Torgo/F01/Session1/wav_headMic/0098.wav,F01,1.308375
196,196,F01-Session1-headMic-0099,STUBBLE,/content/downloads/Torgo/F01/Session1/wav_headMic/0099.wav,F01,1.01975
197,197,F01-Session1-headMic-0100,FLOOR,/content/downloads/Torgo/F01/Session1/wav_headMic/0100.wav,F01,1.981875
198,198,F01-Session1-headMic-0101,BUG,/content/downloads/Torgo/F01/Session1/wav_headMic/0101.wav,F01,1.7895
200,200,F01-Session1-headMic-0104,YET HE STILL THINKS AS SWIFTLY AS EVER,/content/downloads/Torgo/F01/Session1/wav_headMic/0104.wav,F01,4.4063125
201,201,F01-Session1-headMic-0105,YET HE STILL THINKS AS SWIFTLY AS EVER,/content/downloads/Torgo/F01/Session1/wav_headMic/0105.wav,F01,4.81975
202,202,F01-Session1-headMic-0106,YET HE STILL THINKS AS SWIFTLY AS EVER,/content/downloads/Torgo/F01/Session1/wav_headMic/0106.wav,F01,5.6960625
203,203,F01-Session1-headMic-0108,JACKET,/content/downloads/Torgo/F01/Session1/wav_headMic/0108.wav,F01,2.0803125
204,204,F01-Session1-headMic-0109,BORN,/content/downloads/Torgo/F01/Session1/wav_headMic/0109.wav,F01,1.6345
205,205,F01-Session1-headMic-0110,WARM,/content/downloads/Torgo/F01/Session1/wav_headMic/0110.wav,F01,1.386875
206,206,F01-Session1-headMic-0111,CORN,/content/downloads/Torgo/F01/Session1/wav_headMic/0111.wav,F01,1.6345
207,207,F01-Session1-headMic-0112,RIGHT,/content/downloads/Torgo/F01/Session1/wav_headMic/0112.wav,F01,1.6345
208,208,F01-Session1-headMic-0113,KNEW,/content/downloads/Torgo/F01/Session1/wav_headMic/0113.wav,F01,1.832625
209,209,F01-Session1-headMic-0114,WELL HE IS NEARLY NINETY THREE YEARS OLD,/content/downloads/Torgo/F01/Session1/wav_headMic/0114.wav,F01,5.1016875
210,210,F01-Session1-headMic-0115,FEED,/content/downloads/Torgo/F01/Session1/wav_headMic/0115.wav,F01,2.0803125
